home_planet,cryo_sleep,destination,age,vip,room_service,food_court,shopping_mall,spa,vr_deck,transported,passenger_group,passenger_num,cabin_deck,cabin_num,cabin_side,total_bill,cabin_update
Earth,FALSE,55 Cancri e,17.0,FALSE,0.0,33.0,0.0,56.0,708.0,FALSE,2671,01,F,554,P,797.0,F/554/P
Earth,FALSE,PSO J318.5-22,21.0,FALSE,970.0,0.0,213.0,8.0,86.0,FALSE,2672,01,F,555,P,1277.0,F/555/P
Europa,FALSE,TRAPPIST-1e,33.0,FALSE,0.0,1554.0,3813.0,0.0,1435.0,TRUE,2675,01,C,97,S,6802.0,C/97/S
Europa,FALSE,55 Cancri e,34.0,FALSE,3551.0,1284.0,1865.0,90.0,0.0,TRUE,2676,01,B,81,P,6790.0,B/81/P
Europa,FALSE,TRAPPIST-1e,51.0,FALSE,0.0,302.0,0.0,1367.0,669.0,FALSE,2677,01,D,90,S,2338.0,D/90/S
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,0.0,680.0,0.0,10.0,0.0,TRUE,2678,01,F,517,S,690.0,F/517/S
Earth,TRUE,TRAPPIST-1e,20.949248286137507,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2679,01,G,426,S,0.0,G/426/S
Earth,FALSE,TRAPPIST-1e,31.0,FALSE,880.0,0.0,0.0,8.0,0.0,FALSE,2682,01,G,434,P,888.0,G/434/P
Europa,FALSE,TRAPPIST-1e,36.0,FALSE,2.0,1297.0,0.0,4.0,0.0,TRUE,2683,01,A,32,S,1303.0,A/32/S
Europa,FALSE,TRAPPIST-1e,39.0,FALSE,0.0,7116.0,0.0,13208.0,1515.0,FALSE,2684,01,B,83,P,21839.0,B/83/P
Earth,FALSE,TRAPPIST-1e,26.0,FALSE,886.0,0.0,0.0,0.0,21.0,FALSE,2685,01,G,435,P,907.0,G/435/P
Earth,FALSE,TRAPPIST-1e,51.0,FALSE,0.0,1347.0,0.0,43.0,0.0,TRUE,2687,01,F,556,P,1390.0,F/556/P
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,13.0,193.0,0.0,0.0,591.0,FALSE,2688,01,F,557,P,797.0,F/557/P
Earth,FALSE,55 Cancri e,27.0,FALSE,339.0,104.0,116.0,160.0,0.0,TRUE,2690,01,E,185,S,719.0,E/185/S
Earth,FALSE,TRAPPIST-1e,31.0,FALSE,0.0,243.0,1.0,559.0,0.0,FALSE,2691,01,F,558,P,803.0,F/558/P
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,21.0,0.0,695.0,FALSE,2692,01,F,1476,S,716.0,F/1476/S
Europa,FALSE,TRAPPIST-1e,57.0,FALSE,0.0,1514.0,0.0,72.0,1393.0,FALSE,2693,01,A,22,P,2979.0,A/22/P
Europa,FALSE,55 Cancri e,36.0,TRUE,11.0,79.0,0.0,210.0,1895.0,FALSE,2693,02,A,22,P,2195.0,A/22/P
Europa,FALSE,TRAPPIST-1e,55.0,FALSE,0.0,846.0,0.0,263.0,2024.0,FALSE,2693,03,A,22,P,3133.0,A/22/P
Europa,TRUE,55 Cancri e,25.25983986195964,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2693,04,A,22,P,0.0,A/22/P
Mars,FALSE,TRAPPIST-1e,18.0,FALSE,947.0,0.0,4.0,4.0,0.0,FALSE,2695,01,E,186,S,955.0,E/186/S
Mars,FALSE,TRAPPIST-1e,27.0,FALSE,1893.0,487.0,4.0,0.0,0.0,FALSE,2697,01,D,91,S,2384.0,D/91/S
Europa,FALSE,TRAPPIST-1e,50.0,FALSE,0.0,2684.0,0.0,153.0,1751.0,FALSE,2698,01,C,94,P,4588.0,C/94/P
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,45.0,138.0,1.0,0.0,530.0,FALSE,2700,01,F,520,S,714.0,F/520/S
Earth,TRUE,PSO J318.5-22,20.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2701,01,G,428,S,0.0,G/428/S
Earth,TRUE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2702,01,G,437,P,0.0,G/437/P
Earth,FALSE,TRAPPIST-1e,18.0,FALSE,0.0,617.0,0.0,0.0,10.0,FALSE,2703,01,G,429,S,627.0,G/429/S
Earth,FALSE,TRAPPIST-1e,44.0,FALSE,1178.0,1.0,348.0,0.0,0.0,FALSE,2704,01,F,521,S,1527.0,F/521/S
Europa,TRUE,55 Cancri e,27.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2706,01,B,102,S,0.0,B/102/S
Europa,FALSE,TRAPPIST-1e,58.0,FALSE,1113.0,1650.0,0.0,194.0,510.0,TRUE,2707,01,B,103,S,3467.0,B/103/S
Europa,TRUE,PSO J318.5-22,29.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2707,02,B,103,S,0.0,B/103/S
Earth,FALSE,PSO J318.5-22,23.0,FALSE,3.0,548.0,37.0,0.0,12.0,TRUE,2708,01,F,522,S,600.0,F/522/S
Mars,TRUE,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2709,01,F,523,S,0.0,F/523/S
Mars,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2709,02,F,523,S,0.0,F/523/S
Mars,FALSE,TRAPPIST-1e,33.0,FALSE,361.0,0.0,381.0,1622.0,0.0,FALSE,2709,03,F,523,S,2364.0,F/523/S
Mars,FALSE,TRAPPIST-1e,12.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2709,04,F,523,S,0.0,F/523/S
Europa,TRUE,TRAPPIST-1e,44.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2712,01,B,105,S,0.0,B/105/S
Earth,TRUE,TRAPPIST-1e,20.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2713,01,G,438,P,0.0,G/438/P
Earth,FALSE,55 Cancri e,59.0,FALSE,269.0,1776.0,0.0,0.0,12.0,FALSE,2714,01,F,561,P,2057.0,F/561/P
Earth,FALSE,TRAPPIST-1e,18.0,FALSE,130.0,0.0,13.0,191.0,554.0,FALSE,2717,01,G,431,S,888.0,G/431/S
Europa,TRUE,TRAPPIST-1e,72.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2718,01,B,106,S,0.0,B/106/S
Earth,FALSE,PSO J318.5-22,23.0,FALSE,171.0,2373.0,1.0,30.0,985.0,FALSE,2720,01,G,439,P,3560.0,G/439/P
Earth,FALSE,TRAPPIST-1e,11.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2720,02,G,439,P,0.0,G/439/P
Earth,TRUE,TRAPPIST-1e,1.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2720,03,G,439,P,0.0,G/439/P
Earth,FALSE,PSO J318.5-22,25.0,FALSE,21.0,746.0,55.0,0.0,4.0,FALSE,2721,01,F,563,P,826.0,F/563/P
Mars,TRUE,55 Cancri e,25.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2722,01,D,93,S,0.0,D/93/S
Europa,TRUE,TRAPPIST-1e,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2723,01,C,99,S,0.0,C/99/S
Europa,FALSE,TRAPPIST-1e,54.0,FALSE,0.0,5876.0,0.0,0.0,914.0,TRUE,2723,02,C,99,S,6790.0,C/99/S
Mars,TRUE,55 Cancri e,17.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2724,01,F,564,P,0.0,F/564/P
Mars,FALSE,TRAPPIST-1e,48.0,FALSE,1200.0,0.0,38.0,48.0,0.0,FALSE,2724,02,F,564,P,1286.0,F/564/P
Earth,FALSE,TRAPPIST-1e,40.0,FALSE,0.0,0.0,362.0,272.0,0.0,FALSE,2725,01,F,565,P,634.0,F/565/P
Earth,TRUE,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2726,01,G,440,P,0.0,G/440/P
Earth,FALSE,TRAPPIST-1e,32.0,FALSE,0.0,9.0,11.0,784.0,63.0,FALSE,2727,01,F,525,S,867.0,F/525/S
Earth,TRUE,TRAPPIST-1e,15.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2729,01,G,432,S,0.0,G/432/S
Earth,TRUE,TRAPPIST-1e,52.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2730,01,G,433,S,0.0,G/433/S
Earth,FALSE,TRAPPIST-1e,16.0,FALSE,0.0,1115.0,0.0,1674.0,132.0,FALSE,2730,02,F,527,S,2921.0,F/527/S
Earth,TRUE,TRAPPIST-1e,16.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2730,03,G,433,S,0.0,G/433/S
Earth,TRUE,55 Cancri e,16.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2732,01,G,435,S,0.0,G/435/S
Earth,FALSE,55 Cancri e,6.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2732,02,G,435,S,0.0,G/435/S
Mars,FALSE,TRAPPIST-1e,10.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2734,01,F,567,P,0.0,F/567/P
Mars,FALSE,TRAPPIST-1e,27.0,TRUE,1709.0,4.0,24.0,0.0,0.0,FALSE,2736,01,D,81,P,1737.0,D/81/P
Europa,FALSE,55 Cancri e,45.0,FALSE,0.0,726.0,0.0,281.0,1257.0,TRUE,2737,01,C,100,S,2264.0,C/100/S
Europa,FALSE,TRAPPIST-1e,26.0,FALSE,2381.0,1772.0,0.0,0.0,2618.0,FALSE,2737,02,C,100,S,6771.0,C/100/S
Mars,FALSE,TRAPPIST-1e,29.0,FALSE,1049.0,0.0,0.0,0.0,0.0,FALSE,2738,01,E,187,S,1049.0,E/187/S
Earth,TRUE,PSO J318.5-22,38.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2739,01,G,442,P,0.0,G/442/P
Earth,FALSE,TRAPPIST-1e,19.0,FALSE,1.0,143.0,0.0,254.0,107.0,TRUE,2740,01,E,163,P,505.0,E/163/P
Mars,FALSE,TRAPPIST-1e,43.0,FALSE,471.0,0.0,133.0,2.0,692.0,FALSE,2741,01,E,164,P,1298.0,E/164/P
Earth,FALSE,TRAPPIST-1e,15.0,FALSE,746.0,0.0,2.0,0.0,11.0,FALSE,2743,01,F,528,S,759.0,F/528/S
Mars,FALSE,TRAPPIST-1e,31.0,FALSE,1511.0,0.0,310.0,0.0,0.0,FALSE,2745,01,F,568,P,1821.0,F/568/P
Mars,FALSE,TRAPPIST-1e,52.0,FALSE,758.0,0.0,356.0,5.0,0.0,FALSE,2746,01,F,569,P,1119.0,F/569/P
Mars,TRUE,TRAPPIST-1e,49.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2747,01,F,570,P,0.0,F/570/P
Earth,FALSE,55 Cancri e,29.0,FALSE,143.0,548.0,0.0,0.0,0.0,TRUE,2748,01,F,529,S,691.0,F/529/S
Earth,FALSE,TRAPPIST-1e,18.0,FALSE,600.0,0.0,0.0,179.0,11.0,TRUE,2750,01,F,571,P,790.0,F/571/P
Mars,TRUE,TRAPPIST-1e,41.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2751,01,F,530,S,0.0,F/530/S
Earth,FALSE,TRAPPIST-1e,9.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2752,01,G,444,P,0.0,G/444/P
Earth,TRUE,PSO J318.5-22,20.041600589670136,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2752,02,G,444,P,0.0,G/444/P
Earth,FALSE,TRAPPIST-1e,58.0,FALSE,0.0,82.0,0.0,758.0,0.0,TRUE,2752,03,E,165,P,840.0,E/165/P
Earth,FALSE,PSO J318.5-22,39.0,FALSE,0.0,0.0,0.0,0.0,907.0,FALSE,2753,01,E,188,S,907.0,E/188/S
Earth,FALSE,TRAPPIST-1e,13.0,FALSE,911.0,1.0,0.0,74.0,0.0,FALSE,2754,01,E,166,P,986.0,E/166/P
Europa,TRUE,55 Cancri e,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2755,01,B,85,P,0.0,B/85/P
Mars,FALSE,55 Cancri e,23.0,FALSE,253.0,0.0,0.0,888.0,0.0,FALSE,2756,01,F,572,P,1141.0,F/572/P
Earth,TRUE,PSO J318.5-22,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2758,01,G,446,P,0.0,G/446/P
Earth,FALSE,TRAPPIST-1e,33.0,FALSE,0.0,0.0,170.0,14.0,810.0,FALSE,2759,01,E,167,P,994.0,E/167/P
Earth,TRUE,TRAPPIST-1e,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2760,01,G,438,S,0.0,G/438/S
Earth,TRUE,TRAPPIST-1e,2.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2760,02,G,438,S,0.0,G/438/S
Earth,TRUE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2760,03,G,438,S,0.0,G/438/S
Earth,FALSE,TRAPPIST-1e,36.0,FALSE,625.0,0.0,260.0,0.0,0.0,FALSE,2762,01,G,439,S,885.0,G/439/S
Earth,FALSE,55 Cancri e,15.0,FALSE,254.0,0.0,10.0,180.0,0.0,FALSE,2762,02,G,439,S,444.0,G/439/S
Earth,FALSE,TRAPPIST-1e,31.0,FALSE,91.0,756.0,0.0,0.0,12.0,TRUE,2763,01,E,168,P,859.0,E/168/P
Earth,FALSE,TRAPPIST-1e,42.0,FALSE,0.0,0.0,213.0,166.0,1209.0,TRUE,2764,01,E,189,S,1588.0,E/189/S
Mars,FALSE,TRAPPIST-1e,27.0,FALSE,1502.0,1.0,0.0,0.0,0.0,FALSE,2765,01,F,532,S,1503.0,F/532/S
Earth,FALSE,TRAPPIST-1e,36.0,FALSE,123.0,3.0,1224.6622823713546,7.0,0.0,TRUE,2768,01,F,533,S,1432.6264639402261,F/533/S
Earth,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2768,02,G,442,S,0.0,G/442/S
Earth,TRUE,TRAPPIST-1e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2768,03,G,442,S,0.0,G/442/S
Earth,FALSE,PSO J318.5-22,22.0,FALSE,0.0,837.0,192.0,0.0,354.8378143163031,FALSE,2769,01,F,573,P,1360.0543941181825,F/573/P
Earth,FALSE,TRAPPIST-1e,56.0,FALSE,0.0,1721.0,0.0,96.0,0.0,FALSE,2770,01,G,443,S,1817.0,G/443/S
Earth,FALSE,TRAPPIST-1e,23.0,FALSE,0.0,0.0,0.0,757.0,0.0,FALSE,2772,01,G,444,S,757.0,G/444/S
Mars,FALSE,TRAPPIST-1e,25.0,FALSE,314.0,2.0,648.0,92.0,0.0,FALSE,2773,01,D,94,S,1056.0,D/94/S
Earth,FALSE,TRAPPIST-1e,29.0,FALSE,3.0,0.0,3.0,0.0,697.0,FALSE,2774,01,F,575,P,703.0,F/575/P
Earth,FALSE,TRAPPIST-1e,17.0,FALSE,0.0,1195.0,31.0,0.0,0.0,FALSE,2774,02,F,575,P,1226.0,F/575/P
Earth,FALSE,TRAPPIST-1e,13.0,FALSE,412.0,4.0,0.0,0.0,551.0,FALSE,2774,03,F,575,P,967.0,F/575/P
Mars,FALSE,TRAPPIST-1e,35.0,FALSE,2301.0,0.0,414.0,0.0,0.0,TRUE,2778,01,D,82,P,1595.0706016921695,D/82/P
Mars,TRUE,55 Cancri e,53.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2778,02,F,576,P,0.0,F/576/P
Earth,FALSE,TRAPPIST-1e,24.0,FALSE,14.0,702.0,0.0,0.0,0.0,FALSE,2780,01,F,578,P,716.0,F/578/P
Earth,TRUE,TRAPPIST-1e,38.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2781,01,G,447,P,0.0,G/447/P
Europa,TRUE,55 Cancri e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2783,01,D,83,P,0.0,D/83/P
Europa,FALSE,55 Cancri e,29.0,FALSE,2.0,8.0,0.0,2864.0,155.0,FALSE,2783,02,D,83,P,3029.0,D/83/P
Earth,FALSE,TRAPPIST-1e,46.0,FALSE,0.0,0.0,1661.0,52.0,8.0,TRUE,2784,01,G,448,P,1721.0,G/448/P
Europa,TRUE,TRAPPIST-1e,58.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2785,01,C,102,S,0.0,C/102/S
Earth,FALSE,PSO J318.5-22,53.0,FALSE,0.0,1.0,0.0,195.0,493.0,TRUE,2786,01,E,190,S,689.0,E/190/S
Earth,FALSE,55 Cancri e,21.0,FALSE,13.0,109.26474206832603,1098.0,64.0,1.0,FALSE,2787,01,F,535,S,1247.4063563136194,F/535/S
Earth,TRUE,PSO J318.5-22,27.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2788,01,G,449,P,0.0,G/449/P
Earth,TRUE,TRAPPIST-1e,31.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2789,01,G,450,P,0.0,G/450/P
Europa,TRUE,55 Cancri e,23.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2790,01,B,86,P,0.0,B/86/P
Europa,FALSE,55 Cancri e,41.0,FALSE,0.0,320.0,4333.0,1313.0,51.0,FALSE,2790,02,B,86,P,6017.0,B/86/P
Europa,FALSE,TRAPPIST-1e,29.0,FALSE,3.0,933.0,0.0,674.0,731.0,FALSE,2790,03,B,86,P,2341.0,B/86/P
Europa,FALSE,55 Cancri e,54.0,FALSE,0.0,37.0,0.0,4689.0,0.0,FALSE,2790,04,B,86,P,4726.0,B/86/P
Europa,FALSE,55 Cancri e,43.0,FALSE,0.0,9923.0,660.0,10.0,266.0,TRUE,2790,05,B,86,P,10859.0,B/86/P
Earth,TRUE,PSO J318.5-22,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2792,01,G,446,S,0.0,G/446/S
Earth,FALSE,TRAPPIST-1e,48.0,FALSE,784.0,87.0,0.0,0.0,1.0,TRUE,2793,01,E,169,P,872.0,E/169/P
Europa,FALSE,TRAPPIST-1e,34.0,FALSE,10.0,5659.0,15.0,3.0,0.0,TRUE,2795,01,C,103,S,5687.0,C/103/S
Europa,FALSE,TRAPPIST-1e,42.0,FALSE,0.0,802.0,0.0,2622.0,671.0,FALSE,2795,02,C,103,S,4095.0,C/103/S
Earth,FALSE,55 Cancri e,17.0,FALSE,0.0,0.0,0.0,863.0,0.0,FALSE,2796,01,F,536,S,863.0,F/536/S
Earth,FALSE,TRAPPIST-1e,22.0,FALSE,0.0,0.0,0.0,0.0,1345.0,FALSE,2797,01,F,580,P,1345.0,F/580/P
Europa,FALSE,TRAPPIST-1e,37.0,FALSE,6.0,437.0,0.0,54.0,3030.0,FALSE,2798,01,A,23,P,2387.599453846131,A/23/P
Europa,TRUE,55 Cancri e,38.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2798,02,A,23,P,0.0,A/23/P
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,3.0,0.0,0.0,881.0,0.0,FALSE,2799,01,G,447,S,884.0,G/447/S
Earth,TRUE,PSO J318.5-22,23.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2799,02,G,447,S,0.0,G/447/S
Europa,FALSE,TRAPPIST-1e,27.0,FALSE,1.0,767.0,0.0,13104.0,3657.0,FALSE,2801,01,B,87,P,17529.0,B/87/P
Earth,FALSE,TRAPPIST-1e,23.0,FALSE,18.0,2595.0,0.0,0.0,122.0,TRUE,2802,01,F,581,P,2735.0,F/581/P
Earth,FALSE,TRAPPIST-1e,19.0,FALSE,0.0,0.0,366.0,268.0,0.0,FALSE,2805,01,F,582,P,634.0,F/582/P
Mars,FALSE,TRAPPIST-1e,28.0,FALSE,948.0,0.0,64.0,170.0,0.0,FALSE,2806,01,D,95,S,1182.0,D/95/S
Earth,FALSE,TRAPPIST-1e,33.0,FALSE,0.0,0.0,154.0,22.0,820.0,FALSE,2807,01,E,171,P,996.0,E/171/P
Earth,TRUE,PSO J318.5-22,24.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2807,02,G,452,P,0.0,G/452/P
Earth,TRUE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2807,03,G,452,P,0.0,G/452/P
Earth,TRUE,TRAPPIST-1e,41.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2809,01,G,453,P,0.0,G/453/P
Earth,TRUE,TRAPPIST-1e,19.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2810,01,G,454,P,0.0,G/454/P
Earth,FALSE,TRAPPIST-1e,44.0,FALSE,0.0,0.0,0.0,0.0,871.0,FALSE,2811,01,F,537,S,871.0,F/537/S
Mars,FALSE,55 Cancri e,43.0,FALSE,803.0,0.0,384.0,120.0,0.0,TRUE,2812,01,F,538,S,1307.0,F/538/S
Earth,TRUE,TRAPPIST-1e,14.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2813,01,G,449,S,0.0,G/449/S
Earth,TRUE,PSO J318.5-22,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2814,01,G,455,P,0.0,G/455/P
Mars,FALSE,TRAPPIST-1e,25.0,FALSE,237.0,0.0,910.0,0.0,12.0,FALSE,2817,01,F,584,P,1159.0,F/584/P
Mars,FALSE,TRAPPIST-1e,0.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2818,01,F,585,P,0.0,F/585/P
Mars,TRUE,55 Cancri e,4.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2818,02,F,585,P,0.0,F/585/P
Mars,FALSE,TRAPPIST-1e,24.0,FALSE,165.0,0.0,981.0,2.0,0.0,TRUE,2818,03,F,585,P,1148.0,F/585/P
Earth,FALSE,TRAPPIST-1e,38.0,FALSE,77.0,169.0,0.0,0.0,470.0,FALSE,2819,01,F,586,P,716.0,F/586/P
Earth,TRUE,TRAPPIST-1e,44.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2820,01,G,457,P,0.0,G/457/P
Earth,TRUE,55 Cancri e,57.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2821,01,G,458,P,0.0,G/458/P
Earth,TRUE,55 Cancri e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2822,01,G,450,S,0.0,G/450/S
Earth,TRUE,TRAPPIST-1e,5.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2822,02,G,450,S,0.0,G/450/S
Earth,TRUE,55 Cancri e,3.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2822,03,G,450,S,0.0,G/450/S
Earth,TRUE,TRAPPIST-1e,18.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2822,04,G,450,S,0.0,G/450/S
Earth,TRUE,TRAPPIST-1e,8.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2822,05,G,450,S,0.0,G/450/S
Mars,TRUE,TRAPPIST-1e,21.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2823,01,F,587,P,0.0,F/587/P
Europa,TRUE,55 Cancri e,35.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2824,01,C,104,S,0.0,C/104/S
Mars,TRUE,TRAPPIST-1e,47.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2825,01,F,539,S,0.0,F/539/S
Europa,FALSE,55 Cancri e,28.0,FALSE,1581.0,213.0,0.0,18.0,3051.0,FALSE,2826,01,C,96,P,4863.0,C/96/P
Europa,FALSE,TRAPPIST-1e,49.0,FALSE,20.0,6807.0,174.0,3538.0,2473.0,FALSE,2826,02,C,96,P,13012.0,C/96/P
Europa,FALSE,TRAPPIST-1e,23.0,FALSE,0.0,824.0,0.0,495.0,1479.0,TRUE,2831,01,D,86,P,2798.0,D/86/P
Europa,FALSE,TRAPPIST-1e,19.0,FALSE,0.0,1.0,0.0,2085.0,55.0,FALSE,2831,02,D,86,P,2141.0,D/86/P
Earth,FALSE,TRAPPIST-1e,34.0,FALSE,0.0,250.0,23.0,0.0,514.0,FALSE,2832,01,E,173,P,787.0,E/173/P
Europa,FALSE,TRAPPIST-1e,40.0,TRUE,0.0,11.0,0.0,2205.0,1295.0,TRUE,2834,01,C,105,S,3511.0,C/105/S
Europa,FALSE,55 Cancri e,26.0,TRUE,0.0,186.0,0.0,548.0,5058.0,FALSE,2835,01,A,24,P,3500.949666289621,A/24/P
Earth,FALSE,PSO J318.5-22,23.0,FALSE,0.0,0.0,0.0,3.0,1919.0,FALSE,2837,01,F,588,P,1441.3078352088448,F/588/P
Mars,FALSE,TRAPPIST-1e,22.0,FALSE,0.0,0.0,0.0,0.0,0.0,FALSE,2838,01,E,174,P,0.0,E/174/P
Europa,FALSE,TRAPPIST-1e,51.0,FALSE,1.0,3935.0,0.0,146.0,0.0,TRUE,2839,01,C,107,S,4082.0,C/107/S
Earth,FALSE,55 Cancri e,44.0,FALSE,672.0,0.0,0.0,0.0,20.0,FALSE,2840,01,F,540,S,692.0,F/540/S
Mars,FALSE,TRAPPIST-1e,50.0,FALSE,357.0,0.0,657.0,0.0,0.0,FALSE,2843,01,E,175,P,1014.0,E/175/P
Earth,TRUE,TRAPPIST-1e,28.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2846,01,G,452,S,0.0,G/452/S
Earth,TRUE,TRAPPIST-1e,13.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2847,01,G,464,P,0.0,G/464/P
Earth,FALSE,TRAPPIST-1e,21.0,FALSE,33.0,126.0,0.0,461.0,0.0,FALSE,2852,01,G,465,P,620.0,G/465/P
Earth,FALSE,TRAPPIST-1e,20.0,FALSE,56.0,757.0,111.0,0.0,0.0,TRUE,2853,01,F,544,S,924.0,F/544/S
Earth,FALSE,55 Cancri e,14.0,FALSE,0.0,0.0,14.0,692.0,809.0,FALSE,2854,01,F,591,P,1275.6800902848047,F/591/P
Europa,FALSE,55 Cancri e,38.0,FALSE,0.0,896.0,0.0,0.0,4168.0,FALSE,2856,01,C,108,S,2321.1268565101864,C/108/S
Earth,FALSE,PSO J318.5-22,29.0,FALSE,631.0,550.8122754324811,0.0,40.0,0.0,FALSE,2857,01,F,545,S,1167.7184774532918,F/545/S
Europa,TRUE,TRAPPIST-1e,36.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2858,01,C,109,S,0.0,C/109/S
Europa,TRUE,TRAPPIST-1e,16.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2858,02,C,109,S,0.0,C/109/S
Europa,TRUE,TRAPPIST-1e,40.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2858,03,C,109,S,0.0,C/109/S
Europa,TRUE,55 Cancri e,30.143499588547535,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2859,01,C,98,P,0.0,C/98/P
Earth,FALSE,PSO J318.5-22,18.0,FALSE,154.0,22.0,77.0,1053.0,0.0,TRUE,2860,01,F,546,S,1306.0,F/546/S
Earth,FALSE,TRAPPIST-1e,17.0,FALSE,5.0,756.0,0.0,0.0,0.0,TRUE,2861,01,F,547,S,761.0,F/547/S
Mars,TRUE,TRAPPIST-1e,32.0,FALSE,0.0,0.0,0.0,0.0,0.0,TRUE,2862,01,E,193,S,0.0,E/193/S
Earth,FALSE,TRAPPIST-1e,27.0,FALSE,0.0,2.0,49.0,0.0,801.0,FALSE,2863,01,G,466,P,852.0,G/466/P
Mars,FALSE,TRAPPIST-1e,34.0,FALSE,2904.0,23.0,7.0,0.0,81.0,FALSE,2865,01,D,88,P,3015.0,D/88/P
